id_contrat,code_regle,nom_regle,description,detail,score_risque,niveau,source,date_detection
BA001250,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA001258,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA001285,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA001303,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA001315,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA001320,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA001328,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA001342,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA001346,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA001346,R_OFFSHORE,Fonds offshore detecte,Fonds dans juridiction offshore,Fonds Cayman Growth Fund I - Cayman Islands,0.7,HIGH,Analyse fonds UC,2026-08-06
BA000041,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.889,0.8890293953581243,HIGH,Isolation Forest,2026-08-06
BA000100,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.798,0.7979315522134152,MEDIUM,Isolation Forest,2026-08-06
BA000195,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.764,0.7642122535681187,MEDIUM,Isolation Forest,2026-08-06
BA000199,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.736,0.7362518183524749,MEDIUM,Isolation Forest,2026-08-06
BA000214,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.804,0.80392022649929,MEDIUM,Isolation Forest,2026-08-06
BA000249,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.751,0.7508724878481288,MEDIUM,Isolation Forest,2026-08-06
BA000306,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.824,0.8242831531286201,MEDIUM,Isolation Forest,2026-08-06
BA000360,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.733,0.7332346104160592,MEDIUM,Isolation Forest,2026-08-06
BA000376,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.760,0.7598472089171999,MEDIUM,Isolation Forest,2026-08-06
BA000398,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.800,0.7997304916398472,MEDIUM,Isolation Forest,2026-08-06
BA000399,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.817,0.8174074910401256,MEDIUM,Isolation Forest,2026-08-06
BA000478,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.757,0.7567802605501943,MEDIUM,Isolation Forest,2026-08-06
BA000530,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.742,0.7418839812749682,MEDIUM,Isolation Forest,2026-08-06
BA000537,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.856,0.8564031499413997,HIGH,Isolation Forest,2026-08-06
BA000611,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.900,0.8997562869754574,HIGH,Isolation Forest,2026-08-06
BA000621,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.803,0.8026850719063243,MEDIUM,Isolation Forest,2026-08-06
BA000639,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.750,0.7498188370539745,MEDIUM,Isolation Forest,2026-08-06
BA000647,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.723,0.7228525165485418,MEDIUM,Isolation Forest,2026-08-06
BA000648,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.772,0.772399863936861,MEDIUM,Isolation Forest,2026-08-06
BA000649,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.703,0.7028357095460496,MEDIUM,Isolation Forest,2026-08-06
BA000691,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.894,0.8941118030830479,HIGH,Isolation Forest,2026-08-06
BA000698,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.779,0.7786424543993851,MEDIUM,Isolation Forest,2026-08-06
BA000701,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.801,0.8014499057945154,MEDIUM,Isolation Forest,2026-08-06
BA000752,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.934,0.9335103016647146,HIGH,Isolation Forest,2026-08-06
BA000765,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.712,0.712403893533253,MEDIUM,Isolation Forest,2026-08-06
BA000827,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.985,0.984672523159758,HIGH,Isolation Forest,2026-08-06
BA000840,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.795,0.7946858598416292,MEDIUM,Isolation Forest,2026-08-06
BA000897,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.733,0.7326374319981623,MEDIUM,Isolation Forest,2026-08-06
BA000977,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.708,0.7080909775177125,MEDIUM,Isolation Forest,2026-08-06
BA001041,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.717,0.716708637011902,MEDIUM,Isolation Forest,2026-08-06
BA001132,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.842,0.8421861477704047,MEDIUM,Isolation Forest,2026-08-06
BA001204,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.937,0.936938006356886,HIGH,Isolation Forest,2026-08-06
BA001293,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.712,0.7123212325151504,MEDIUM,Isolation Forest,2026-08-06
BA001300,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 1.000,1.0,HIGH,Isolation Forest,2026-08-06
BA001311,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.849,0.848812426294189,MEDIUM,Isolation Forest,2026-08-06
BA001323,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.922,0.9216448838421866,HIGH,Isolation Forest,2026-08-06
BA001346,ML_IF,Anomalie ML,Isolation Forest - score eleve,Score IF = 0.771,0.7707461947181066,MEDIUM,Isolation Forest,2026-08-06
